Stock Symbols,Variances,Returns,Max_Drawdown,Log_Returns,Log_Variances,Volatility,Sharpe,Cluster_labels
OPEN,1.684082817457276,1.0590083940599988,0.8364217234509118,0.7222245048027619,0.9873390746159909,1.2977221649710988,0.816051711718728,1
ORCL,0.2601119967947422,0.25792240291170065,0.5824985968697589,0.2294614734757015,0.231200603358263,0.5100117614278539,0.5057185390972327,2
PEP,0.04196418278122503,0.04352659121517801,0.2751757169071622,0.04260592992742846,0.041107569209897624,0.2048516116149078,0.2124786369608938,0
PFE,0.06015430135431637,0.08294282165604797,0.2899706887872606,0.07968217037027889,0.05841446484547499,0.24526373835998744,0.3381780862130875,0
PG,0.03148812352486472,0.014175815751395227,0.21153566118510048,0.014076278453960292,0.031002539672157898,0.17744893216039573,0.07988673461602877,0
PLTR,0.3908380735312113,1.1076704756485478,0.4061145842956553,0.7455832976099034,0.3299064960509683,0.6251704355863378,1.7717895994388804,2
PM,0.06014469629023868,0.35782307741891145,0.20636352359893817,0.3058827389251796,0.058405404742075964,0.24524415648540676,1.4590483318618999,0
PYPL,0.14221799433266089,-0.06316331125549389,0.5733542394127056,-0.06524630356232754,0.13297198122421655,0.3771180111485805,-0.1674895109441172,4
QCOM,0.14726334805360014,-0.0332186141069921,0.44234060380531454,-0.033782883655277096,0.13737940905066123,0.38374906912408285,-0.0865633737765526,4
QS,0.7925832083355104,0.45515439278202385,0.6453362379369769,0.3751120068716684,0.5836577126851076,0.8902714239688425,0.5112535127241749,1
RBLX,0.27137308238514257,0.335151760599341,0.5844164817345092,0.28904496374288496,0.24009748366252906,0.5209348158696465,0.6433660227524627,2
RIOT,0.7731195376817352,0.5027642034394872,0.5798263293483935,0.40730621452413474,0.5727404459596586,0.8792721635999489,0.5717958832917572,2
RIVN,0.4706748798149796,0.3758251096478968,0.4638321529046889,0.3190536308866063,0.38572139735055744,0.6860574901675366,0.5478041053908173,2
RKLB,0.7024212284881053,1.7597626901370562,0.48146971816673156,1.015144694198009,0.5320514898290448,0.8381057382503149,2.0996905400156947,2
ROKU,0.28666436031151127,0.37152310799268046,0.4438276103376256,0.3159218799540428,0.2520531023030165,0.5354104596582993,0.6939033432962586,2
RTX,0.05719460567770378,0.46909271578942613,0.16150678266311905,0.38464501010098145,0.055618801273480976,0.23915393719883388,1.9614676692502868,0
SAVA,1.4668045913573349,-0.04489876601952667,0.9660775371976461,-0.045937939951416706,0.9029236253939416,1.2111170840828458,-0.03707219277938564,1
SBUX,0.13207835902966955,0.1380006728837817,0.31323994992912463,0.12927292699024004,0.12405519914293449,0.36342586455791714,0.37972166084450304,0
SEDG,1.0241854482945618,0.16885099719423882,0.854834225493122,0.15602121259887178,0.7051673718794005,1.0120204781992121,0.16684543527685533,1
SHOP,0.3307170425307024,0.4294178002577717,0.4053824078466356,0.35726722868392874,0.2857179266777798,0.5750800314136306,0.7467096348349987,2
SNOW,0.2690588998501272,0.18106336629141875,0.4345457226281106,0.1664151905526744,0.23827560203663944,0.5187088777436986,0.3490654855937992,2
SO,0.030060997689664734,0.21375296852534703,0.14990265738119218,0.19371718636734564,0.02961802154597371,0.17338107650393897,1.2328506249670843,0
SOFI,0.32968275101935185,0.6222250953520252,0.473100408308,0.48379872248391576,0.28494038071196875,0.5741800684622829,1.0836758876329724,2
SPCE,0.8308288470853205,-0.8934058226617749,0.9308823557461008,-2.2387263903348416,0.6047687862197105,0.9114981333416544,-0.9801510172998917,3
SRE,0.06510219934354072,0.20101489354168708,0.31620680756264896,0.18316694397156907,0.06307075638226792,0.25515132636053595,0.7878261751916094,0
TMO,0.07480242508702445,-0.05376335933846624,0.37275264906629485,-0.055262592521386815,0.07213685407133957,0.2735003200857806,-0.19657512401303187,0
TSLA,0.39349988455234,0.6127487038826686,0.5376568011858517,0.477939992760797,0.3318184850926001,0.6272956914823662,0.9768099991802565,2
TWLO,0.2469407569656701,0.48153096614502566,0.4517021031928152,0.39307598969966023,0.22069315712159887,0.4969313402932744,0.9690090503465532,2
TXN,0.12766051032135087,0.15432885832036483,0.33411969627848753,0.14351910003692023,0.12014514174933191,0.3572961101402461,0.43193545616768,0
UBER,0.14456770568964894,0.049823917052851,0.3058836825676897,0.04862245206163882,0.13502701610037537,0.3802206013482817,0.13103949884928076,0
UNH,0.17251612930651355,-0.15892061455401688,0.6139086765364926,-0.1730692293546591,0.1591519775818577,0.4153506100952707,-0.38261798753001613,4
UPST,0.8017250542271194,0.42009014621799085,0.6932522184074771,0.35072035285029923,0.5887445694245651,0.8953910063358462,0.4691694949417685,1
V,0.04366836061742641,0.07197507432520593,0.17413948804287907,0.06950281081598059,0.04274177675126439,0.20896976005495727,0.344428180930471,0
WEC,0.0262825829248471,0.2173814778684963,0.11222417349903252,0.19670222246259944,0.02594313078095623,0.16211903936566827,1.3408756844295173,0
WMT,0.052169954734469746,0.38897302120985366,0.21928025419096514,0.32856464040852307,0.0508546551971916,0.22840743143442105,1.7029788337755256,0
XEL,0.03575193742301379,0.2774722135169612,0.12376527437639086,0.24488329218751853,0.03512767252444657,0.1890818273209083,1.467471609770501,0
XOM,0.050574043618474736,0.228532347850996,0.18918134627439606,0.2058202438094793,0.04933672298701698,0.22488673508785426,1.0162108839443889,0
ZIM,0.5014491663464021,0.9338502348836204,0.3889388025130275,0.6595129560200191,0.40643075262099465,0.7081307551197039,1.3187539562884265,2
ZS,0.18295960880140424,-0.04225235054884936,0.5739138089617882,-0.04317094964490129,0.16801944138834585,0.4277377804232451,-0.09878096460649513,4
